#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 05 03 16 00   0  0.0  0.0  0.10 99.00 99.00 999 9999.0   3.6   3.7   2.5 99.0 99.00
2018 05 03 16 10   0  0.0  0.0  0.10 99.00 99.00 999 9999.0   3.8   3.5   2.5 99.0 99.00
2018 05 03 16 20   0  0.0  0.0  0.10 99.00 99.00 999 9999.0   3.7   3.4   2.4 99.0 99.00
2018 05 03 16 30 155  1.0  1.4  0.10 99.00 99.00 999 9999.0   3.6   3.2   2.6 99.0 99.00
2018 05 03 16 40 150  1.3  1.5  0.10 99.00 99.00 999 9999.0   2.9   3.1   2.2 99.0 99.00
2018 05 03 16 50 130  1.2  1.5  0.10 99.00 99.00 999 9999.0   2.9   2.9   2.2 99.0 99.00
2018 05 03 17 00 131  1.9  2.1  0.10 99.00 99.00 999 9999.0   2.8   2.9   2.3 99.0 99.00
2018 05 03 17 10 128  2.2  2.4  0.10 99.00 99.00 999 9999.0   2.7   2.9   2.2 99.0 99.00
2018 05 03 17 20 127  2.9  3.4  0.10 99.00 99.00 999 9999.0   2.6   2.9   2.1 99.0 99.00
2018 05 03 17 30 122  2.7  3.0  0.10 99.00 99.00 999 9999.0   2.6   2.9   2.1 99.0 99.00
2018 05 03 17 40 132  3.3  3.5  0.10 99.00 99.00 999 9999.0   2.6   2.8   2.1 99.0 99.00
2018 05 03 17 50 105  2.3  3.5  0.10 99.00 99.00 999 9999.0   2.7   2.8   2.1 99.0 99.00
2018 05 03 18 00  35  2.0  2.7  0.10 99.00 99.00 999 9999.0   2.7   2.7   2.3 99.0 99.00
2018 05 03 18 10  53  1.9  2.2  0.10 99.00 99.00 999 9999.0   2.6   2.6   2.2 99.0 99.00
2018 05 03 18 20  58  2.3  2.6  0.10 99.00 99.00 999 9999.0   2.6   2.6   2.2 99.0 99.00
2018 05 03 18 30  59  2.6  2.8  0.10 99.00 99.00 999 9999.0   2.5   2.5   2.2 99.0 99.00
2018 05 03 18 40  59  3.2  3.5  0.10 99.00 99.00 999 9999.0   2.5   2.5   2.2 99.0 99.00
2018 05 03 18 50  58  3.3  3.7  0.10 99.00 99.00 999 9999.0   2.4   2.5   2.1 99.0 99.00
2018 05 03 19 00  55  3.8  4.1  0.10 99.00 99.00 999 9999.0   2.4   2.5   2.1 99.0 99.00
2018 05 03 19 10  61  3.7  4.1  0.10 99.00 99.00 999 9999.0   2.4   2.5   2.1 99.0 99.00
2018 05 03 19 20  59  3.8  4.2  0.10 99.00 99.00 999 9999.0   2.5   2.5   2.2 99.0 99.00
2018 05 03 19 30  47  3.3  3.6  0.20 99.00 99.00 999 9999.0   2.8   2.4   2.3 99.0 99.00
2018 05 03 19 40  58  3.7  4.2  0.20 99.00 99.00 999 9999.0   2.5   2.4   2.1 99.0 99.00
